speed,density,Latitude(N),Longitude(E),ExpiryTime,IsNegation,Severity,CauseCode,Sub_CauseCode,Reliability,class
22,94,26.148472,91.731674,7458262,1,2,27,4,67,2
28,67,26.148478,91.73156,1619627,0,3,96,5,53,2
35,36,26.148206,91.732095,6938871,0,1,14,2,62,2
27,71,26.148885,91.73159,6811817,1,1,1,8,86,2
25,80,26.148773,91.732127,8160189,0,4,99,7,33,2
22,94,26.148459,91.731643,1501237,0,1,27,4,74,2
29,62,26.148267,91.731606,6251218,1,3,1,8,4,2
28,67,26.148544,91.731596,5899707,1,4,96,5,37,2
23,89,26.148433,91.731756,4389758,0,3,94,5,3,2
22,94,26.148418,91.731656,1966047,0,1,27,4,80,2
28,67,26.148477,91.731601,9259525,0,4,96,5,94,2
31,53,26.148299,91.731781,9156796,1,2,10,7,14,2
31,53,26.148319,91.731742,7725719,0,2,10,7,30,2
26,76,26.148845,91.731948,5844679,1,4,17,6,100,2
27,71,26.148936,91.731626,7687196,0,3,1,8,38,2
21,98,26.149027,91.731944,1756060,0,3,95,2,47,2
39,18,26.148619,91.731517,6193399,0,4,91,8,13,2
36,31,26.14831,91.732168,1203681,0,3,92,4,7,2
23,89,26.148494,91.731788,2303168,0,2,94,5,7,2
29,62,26.148313,91.731629,8985977,0,4,1,8,18,2
24,85,26.148699,91.732322,3866798,0,1,98,3,49,2
39,18,26.148566,91.731558,8976123,0,1,91,8,31,2
30,58,26.14828,91.731602,9158497,0,2,96,5,25,2
20,103,26.148397,91.731702,6125065,0,2,11,4,59,2
32,49,26.148646,91.732108,3032287,0,3,96,5,19,2
26,76,26.148841,91.731989,2374722,0,3,17,6,83,2
23,89,26.148453,91.731782,6689665,0,3,94,5,80,2
39,18,26.148574,91.731581,8553601,1,3,91,8,78,2
23,89,26.148438,91.731758,4369033,1,1,94,5,87,2
31,53,26.14834,91.731759,2563704,0,1,10,7,15,2
27,71,26.148903,91.731576,7089349,0,3,1,8,76,2
30,58,26.148302,91.731586,9684077,0,4,96,5,31,2
23,89,26.148423,91.731718,7774712,0,1,94,5,95,2
22,94,26.148435,91.731678,3913917,1,4,27,4,21,2
31,53,26.148342,91.731779,9724529,1,2,10,7,7,2
28,67,26.148485,91.731581,9900686,0,1,96,5,70,2
22,94,26.148454,91.731633,9107297,0,1,27,4,90,2
32,49,26.148643,91.732071,4911516,1,4,96,5,97,2
25,80,26.148776,91.732119,3814762,0,1,99,7,62,2
29,62,26.148314,91.731626,6853981,1,2,1,8,10,2
33,45,26.148831,91.731853,7027798,0,3,10,7,8,2
21,98,26.14897,91.731962,4465267,0,3,95,2,26,2
34,40,26.148726,91.731914,8799439,0,3,94,5,82,2
22,94,26.148401,91.73166,4064210,1,4,27,4,91,2
21,98,26.149002,91.73194,9665458,1,4,95,2,37,2
20,103,26.148427,91.731758,5003096,0,3,11,4,44,2
35,36,26.148192,91.732079,7013577,0,3,14,2,44,2
31,53,26.148269,91.731753,8565166,1,1,10,7,78,2
37,27,26.148234,91.732171,5364976,1,3,10,7,40,2
25,80,26.148742,91.732116,3409542,1,3,99,7,39,2
27,71,26.148958,91.731607,2325037,1,3,1,8,1,2
29,62,26.148302,91.73164,6243124,0,2,1,8,87,2
33,45,26.148848,91.731801,8782591,0,3,10,7,53,2
21,98,26.149008,91.73196,7483609,0,1,95,2,55,2
22,94,26.148454,91.731676,5225531,0,2,27,4,61,2
38,22,26.148346,91.732141,3093633,0,1,95,2,73,2
22,94,26.148454,91.731627,9406640,1,2,27,4,100,2
33,45,26.148819,91.731837,1166626,0,2,10,7,5,2
26,76,26.1488,91.732013,5815532,0,2,17,6,84,2
24,85,26.148682,91.732274,4153814,0,1,98,3,20,2
22,94,26.148414,91.731665,7875037,0,1,27,4,42,2
32,49,26.148652,91.732068,5245217,1,2,96,5,21,2
22,94,26.148416,91.731702,5801372,0,3,27,4,66,2
21,98,26.148966,91.73193,1134103,0,4,95,2,39,2
25,80,26.148778,91.732139,7398055,1,3,99,7,26,2
32,49,26.148637,91.732102,5273754,0,2,96,5,77,2
35,36,26.148222,91.732123,2999474,1,1,14,2,56,2
34,40,26.148745,91.731955,9826482,0,4,94,5,50,2
35,36,26.148214,91.732144,1885134,0,4,14,2,50,2
22,94,26.148458,91.731655,4192806,1,1,27,4,85,2
20,103,26.148391,91.731708,3260131,0,2,11,4,4,2
29,62,26.148263,91.731613,4003186,0,1,1,8,46,2
24,85,26.148711,91.732328,7952968,0,4,98,3,77,2
30,58,26.148261,91.731545,5131214,0,4,96,5,34,2
21,98,26.148964,91.731989,7150629,0,1,95,2,81,2
30,58,26.148263,91.731592,6084463,1,2,96,5,64,2
25,80,26.148729,91.732118,5736115,0,4,99,7,1,2
24,85,26.148662,91.732296,7926802,0,1,98,3,17,2
30,58,26.148269,91.731601,5084972,0,1,96,5,18,2
39,18,26.148603,91.731561,2158473,0,4,91,8,24,2
23,89,26.148463,91.731789,2531692,0,1,94,5,72,2
32,49,26.148651,91.732111,8794474,1,4,96,5,6,2
26,76,26.148814,91.732019,1054154,0,2,17,6,84,2
20,103,26.148417,91.731719,9751167,0,3,11,4,0,2
28,67,26.1485,91.73161,4090303,1,4,96,5,89,2
23,89,26.148454,91.731728,6981901,1,2,94,5,31,2
23,89,26.148492,91.731712,9853090,0,3,94,5,94,2
35,36,26.148206,91.732071,1949771,1,4,14,2,41,2
34,40,26.148727,91.731902,6462769,0,3,94,5,10,2
32,49,26.148666,91.732074,8489888,0,2,96,5,23,2
35,36,26.148198,91.732119,1781985,0,1,14,2,42,2
28,67,26.148508,91.73156,5391931,0,4,96,5,81,2
30,58,26.148316,91.731602,1036045,0,2,96,5,45,2
25,80,26.148709,91.732149,4323354,0,3,99,7,5,2
33,45,26.148777,91.731839,3799573,0,1,10,7,85,2
38,22,26.148333,91.732119,8181220,0,1,95,2,50,2
34,40,26.148717,91.731905,7010661,1,2,94,5,49,2
38,22,26.148378,91.732132,9191614,1,4,95,2,33,2
21,98,26.149008,91.731923,5532440,1,4,95,2,20,2
34,40,26.148699,91.731949,5744386,1,1,94,5,76,2
26,76,26.148845,91.731952,4320934,0,4,17,6,57,2
29,62,26.148272,91.731612,6561537,0,3,1,8,81,2
29,62,26.148268,91.731642,8193970,0,4,1,8,28,2
21,98,26.148983,91.731946,2978178,0,2,95,2,87,2
21,98,26.148979,91.731928,8653090,0,4,95,2,57,2
33,45,26.148849,91.731819,1658700,0,4,10,7,73,2
23,89,26.148474,91.731763,9932761,1,1,94,5,55,2
23,89,26.148493,91.731745,1300851,1,2,94,5,78,2
38,22,26.148339,91.732107,4785563,0,3,95,2,22,2
21,98,26.148979,91.73199,9702392,0,2,95,2,19,2
31,53,26.148318,91.731719,9043913,0,1,10,7,50,2
36,31,26.148278,91.73214,6030525,0,2,92,4,92,2
20,103,26.148461,91.731688,1629461,0,2,11,4,28,2
22,94,26.148406,91.731665,7093605,0,1,27,4,11,2
27,71,26.148957,91.731615,2832916,0,4,1,8,94,2
30,58,26.148289,91.731603,5677383,0,4,96,5,56,2
36,31,26.148252,91.732185,2545037,0,3,92,4,34,2
23,89,26.148443,91.731715,8976244,1,1,94,5,31,2
25,80,26.148779,91.732103,1108207,0,1,99,7,75,2
36,31,26.148234,91.732128,9711821,0,1,92,4,13,2
35,36,26.148261,91.73212,9786232,0,3,14,2,78,2
31,53,26.148284,91.73177,5433488,1,3,10,7,82,2
37,27,26.148303,91.732181,3058278,1,3,10,7,39,2
24,85,26.148692,91.732306,5132309,1,2,98,3,59,2
25,80,26.148774,91.732089,7932558,0,2,99,7,22,2
27,71,26.148918,91.731642,2178032,0,3,1,8,68,2
29,62,26.148278,91.731623,1792249,0,4,1,8,29,2
26,76,26.148831,91.732006,4069739,1,4,17,6,100,2
27,71,26.148924,91.731601,8744490,0,3,1,8,75,2
23,89,26.148428,91.731787,9830771,0,3,94,5,40,2
22,94,26.148471,91.731632,4377687,0,4,27,4,86,2
20,103,26.148467,91.731756,9049142,0,2,11,4,97,2
27,71,26.148957,91.731608,8423514,0,3,1,8,45,2
23,89,26.14845,91.731752,4462242,0,4,94,5,80,2
34,40,26.148755,91.731933,4493936,0,4,94,5,2,2
25,80,26.148742,91.7321,3861019,0,3,99,7,77,2
22,94,26.148403,91.73166,1382728,1,3,27,4,4,2
27,71,26.148928,91.731613,8601301,0,1,1,8,7,2
28,67,26.148503,91.731555,3216490,1,3,96,5,98,2
35,36,26.148245,91.732074,3553666,0,4,14,2,27,2
23,89,26.148457,91.731722,7106474,1,3,94,5,9,2
29,62,26.148279,91.731594,3855860,0,2,1,8,7,2
36,31,26.148292,91.732142,5452004,1,1,92,4,3,2
36,31,26.148283,91.732122,1831115,0,1,92,4,56,2
22,94,26.148438,91.731641,7313822,1,2,27,4,78,2
20,103,26.148429,91.731724,4813294,0,3,11,4,78,2
28,67,26.148478,91.731599,2202309,0,3,96,5,94,2
32,49,26.148635,91.732098,1026033,1,4,96,5,22,2
23,89,26.148423,91.731726,9495661,1,2,94,5,85,2
21,98,26.149026,91.731969,2147816,0,2,95,2,34,2
30,58,26.148258,91.731619,8644531,1,2,96,5,22,2
20,103,26.148426,91.731693,3620686,1,2,11,4,28,2
23,89,26.14845,91.731783,2919929,1,4,94,5,89,2
29,62,26.148309,91.731591,8162187,0,1,1,8,83,2
21,98,26.14897,91.731946,5269301,1,1,95,2,97,2
22,94,26.148442,91.731652,2962311,0,4,27,4,67,2
29,62,26.148279,91.731599,3822637,0,2,1,8,66,2
29,62,26.148252,91.731633,7727041,0,3,1,8,79,2
25,80,26.148772,91.732092,2604603,0,2,99,7,49,2
23,89,26.148449,91.731778,6724419,0,4,94,5,46,2
33,45,26.14878,91.731838,7992555,0,4,10,7,65,2
30,58,26.148272,91.731573,6082921,0,1,96,5,27,2
36,31,26.148259,91.732168,3991687,0,2,92,4,83,2
26,76,26.148792,91.731975,1440090,1,4,17,6,13,2
25,80,26.148711,91.732157,9386958,0,3,99,7,64,2
25,80,26.148778,91.732105,8944031,1,2,99,7,94,2
23,89,26.14848,91.731765,8258802,0,1,94,5,94,2
24,85,26.148659,91.732283,2517769,1,2,98,3,66,2
24,85,26.148688,91.732267,1323513,1,2,98,3,76,2
24,85,26.148682,91.732293,5926718,0,2,98,3,8,2
25,80,26.148735,91.732105,7891838,0,4,99,7,61,2
24,85,26.148709,91.732282,6051607,0,2,98,3,16,2
25,80,26.148754,91.73212,7591962,0,4,99,7,15,2
23,89,26.148464,91.731782,1518350,0,2,94,5,45,2
20,103,26.148392,91.73171,7977907,1,4,11,4,57,2
21,98,26.148987,91.731992,5144337,0,2,95,2,82,2
38,22,26.148303,91.732096,5445981,0,1,95,2,24,2
34,40,26.148736,91.731932,2983112,0,4,94,5,48,2
23,89,26.148496,91.731769,1080334,1,1,94,5,24,2
37,27,26.148292,91.73223,1239924,1,2,10,7,86,2
20,103,26.148464,91.731702,9988719,0,4,11,4,65,2
28,67,26.148522,91.731563,7312692,0,3,96,5,60,2
28,67,26.1485,91.731582,1433212,1,2,96,5,73,2
33,45,26.148823,91.731872,3687255,0,2,10,7,78,2
30,58,26.148289,91.731553,6284389,0,3,96,5,9,2
24,85,26.148641,91.732262,1142982,0,1,98,3,64,2
26,76,26.148786,91.732016,5827406,0,2,17,6,2,2
27,71,26.148898,91.731649,8588219,0,1,1,8,54,2
20,103,26.148413,91.731725,6868325,1,3,11,4,37,2
33,45,26.148842,91.731852,3994586,1,1,10,7,10,2
31,53,26.148326,91.731735,9586366,0,3,10,7,64,2
30,58,26.148259,91.731561,1809876,0,1,96,5,59,2
27,71,26.148915,91.731621,2453815,0,1,1,8,69,2
20,103,26.148429,91.7317,7264634,0,3,11,4,71,2
20,103,26.148421,91.731742,8993013,1,4,11,4,46,2
29,62,26.148243,91.731583,2347336,0,4,1,8,66,2
20,103,26.148464,91.731725,7770746,1,1,11,4,37,2
27,71,26.148916,91.731648,2273289,0,4,1,8,0,2
33,45,26.148803,91.731824,5351413,1,4,10,7,66,2
20,103,26.148413,91.731709,3039688,1,1,11,4,56,2
30,58,26.14827,91.731586,8273563,1,1,96,5,58,2
24,85,26.148712,91.732302,1722867,1,1,98,3,93,2
25,80,26.148751,91.732111,9973178,0,1,99,7,38,2
31,53,26.148336,91.731755,3076472,0,1,10,7,55,2
32,49,26.148626,91.732104,3028167,1,4,96,5,53,2
24,85,26.148672,91.732288,5829518,0,4,98,3,60,2
23,89,26.148436,91.73176,8447424,1,1,94,5,21,2
27,71,26.148944,91.731613,2077955,1,2,1,8,19,2
23,89,26.148457,91.731738,7295672,0,3,94,5,26,2
29,62,26.148252,91.731619,6253257,1,3,1,8,72,2
31,53,26.14831,91.731721,5993462,1,4,10,7,86,2
21,98,26.148954,91.73196,4485600,0,3,95,2,48,2
31,53,26.148335,91.731762,9914799,1,1,10,7,51,2
28,67,26.148527,91.731548,8722818,1,1,96,5,19,2
37,27,26.148281,91.732202,5267328,1,2,10,7,2,2
34,40,26.14871,91.731957,9848562,0,2,94,5,43,2
21,98,26.148978,91.731987,2477862,0,4,95,2,43,2
21,98,26.148965,91.731972,6614544,0,2,95,2,14,2
22,94,26.148455,91.731678,6456355,0,3,27,4,31,2
37,27,26.148239,91.732219,5519703,0,1,10,7,42,2
31,53,26.148289,91.731733,9384147,0,3,10,7,76,2
23,89,26.148467,91.731789,8542866,0,4,94,5,72,2
28,67,26.148522,91.731567,4731141,1,4,96,5,76,2
37,27,26.148298,91.732155,1111109,0,3,10,7,60,2
24,85,26.14868,91.732313,4633304,0,1,98,3,29,2
28,67,26.148482,91.73156,9442985,0,2,96,5,49,2
34,40,26.148747,91.731903,2918535,0,1,94,5,74,2
34,40,26.148701,91.731976,8622853,1,4,94,5,27,2
26,76,26.148863,91.732022,1578751,0,1,17,6,16,2
20,103,26.148396,91.731745,2727143,0,1,11,4,31,2
20,103,26.148465,91.731741,7950791,1,3,11,4,41,2
24,85,26.148651,91.732281,4758771,1,2,98,3,3,2
21,98,26.149028,91.73199,4043220,0,3,95,2,89,2
34,40,26.148715,91.731899,5659457,0,3,94,5,53,2
34,40,26.1487,91.731919,5720954,1,3,94,5,79,2
23,89,26.148431,91.731773,3384326,0,2,94,5,57,2
30,58,26.148251,91.731592,4963859,1,3,96,5,50,2
21,98,26.14897,91.731925,1991605,0,4,95,2,50,2
23,89,26.148433,91.73177,7653329,0,1,94,5,14,2
35,36,26.148235,91.732081,6829140,0,2,14,2,1,2
32,49,26.148677,91.732069,9477026,0,3,96,5,68,2
29,62,26.148252,91.731588,9024288,0,3,1,8,20,2
30,58,26.148298,91.731591,1287247,1,1,96,5,5,2
32,49,26.148668,91.732102,9384269,1,3,96,5,74,2
29,62,26.148261,91.731587,6250126,0,1,1,8,1,2
35,36,26.148234,91.732097,2513150,0,1,14,2,58,2
22,94,26.148468,91.731646,6235934,1,4,27,4,6,2
22,94,26.148413,91.731662,2676960,0,4,27,4,64,2
29,62,26.148291,91.731614,2589687,0,2,1,8,70,2
37,27,26.14825,91.732164,2638014,1,2,10,7,3,2
28,67,26.14852,91.731564,9120159,0,2,96,5,45,2
26,76,26.148858,91.731999,5027999,0,3,17,6,100,2
21,98,26.148981,91.731918,8916743,1,3,95,2,62,2
31,53,26.148281,91.731769,4908411,0,2,10,7,6,2
28,67,26.148537,91.731605,3579319,1,3,96,5,74,2
38,22,26.148357,91.732076,6783778,0,3,95,2,51,2
35,36,26.148228,91.732104,4696548,1,1,14,2,49,2
20,103,26.148391,91.731714,7884964,0,3,11,4,95,2
20,103,26.148437,91.731766,1991746,1,3,11,4,54,2
21,98,26.148962,91.731956,1739501,1,1,95,2,93,2
21,98,26.148973,91.731974,8822643,0,4,95,2,75,2
20,103,26.148459,91.731724,7685478,0,4,11,4,39,2
24,85,26.148714,91.732314,5462164,0,3,98,3,41,2
31,53,26.148291,91.731768,7503257,1,4,10,7,63,2
28,67,26.148497,91.731547,9907086,1,4,96,5,4,2
28,67,26.148483,91.731591,9932382,1,3,96,5,51,2
32,49,26.148667,91.732127,5576145,0,2,96,5,97,2
25,80,26.148744,91.732156,4921111,1,3,99,7,83,2
25,80,26.148734,91.732083,4546726,0,2,99,7,93,2
23,89,26.148446,91.731771,9493350,0,3,94,5,82,2
29,62,26.148246,91.731654,1443758,0,1,1,8,45,2
31,53,26.148336,91.731777,9875044,0,2,10,7,67,2
31,53,26.148289,91.731756,5821191,0,4,10,7,47,2
36,31,26.1483,91.732122,2062078,0,1,92,4,42,2
27,71,26.148893,91.731593,5129671,0,1,1,8,11,2
32,49,26.148649,91.732097,1298999,0,4,96,5,0,2
25,80,26.148768,91.732138,5089428,1,3,99,7,84,2
21,98,26.148968,91.731983,2740167,1,2,95,2,45,2
25,80,26.148785,91.732119,9807780,0,1,99,7,45,2
24,85,26.148672,91.732266,1119050,0,2,98,3,27,2
24,85,26.148697,91.732261,2835530,1,3,98,3,26,2
22,94,26.148413,91.731663,6851868,0,2,27,4,45,2
28,67,26.148493,91.731606,5856040,0,1,96,5,76,2
31,53,26.148324,91.731749,3532926,0,3,10,7,57,2
33,45,26.148829,91.731845,3397787,0,2,10,7,75,2
23,89,26.148448,91.731717,7280972,1,1,94,5,4,2
22,94,26.148439,91.731655,1026600,1,3,27,4,34,2
30,58,26.148317,91.731555,1840128,0,2,96,5,14,2
20,103,26.14844,91.731767,9005582,0,3,11,4,14,2
31,53,26.148339,91.731758,5723413,1,1,10,7,100,2
34,40,26.148699,91.731909,4871654,0,2,94,5,10,2
24,85,26.148658,91.732291,9017674,0,1,98,3,39,2
23,89,26.14848,91.731756,6221033,1,3,94,5,20,2
28,67,26.148495,91.731614,6897973,1,4,96,5,45,2
35,36,26.148246,91.732074,3209251,1,3,14,2,34,2
27,71,26.148888,91.731586,1541854,0,3,1,8,21,2
29,62,26.148266,91.731608,1570671,0,1,1,8,16,2
29,62,26.148266,91.731631,9147102,0,4,1,8,80,2
29,62,26.148253,91.731597,1046207,1,3,1,8,71,2
22,94,26.148475,91.73168,4247130,0,4,27,4,86,2
26,76,26.148815,91.73196,3948036,0,3,17,6,47,2
24,85,26.148648,91.732275,8736488,0,2,98,3,14,2
22,94,26.148458,91.731674,2339581,1,1,27,4,37,2
30,58,26.148275,91.731569,9786256,1,3,96,5,64,2
25,80,26.148712,91.732111,4160756,1,3,99,7,64,2
25,80,26.14874,91.732095,3514113,0,4,99,7,74,2
22,94,26.148417,91.731639,6876755,0,2,27,4,76,2
21,98,26.148965,91.731918,7460091,0,1,95,2,26,2
25,80,26.148781,91.732158,7997663,0,3,99,7,65,2
22,94,26.148417,91.731664,3672429,0,4,27,4,16,2
24,85,26.148665,91.732303,2020362,0,1,98,3,90,2
21,98,26.148992,91.731928,1172090,0,1,95,2,72,2
24,85,26.148698,91.73233,3276228,0,3,98,3,89,2
29,62,26.148294,91.731646,4712671,0,4,1,8,56,2
22,94,26.148448,91.731653,1007678,0,4,27,4,30,2
30,58,26.148302,91.731585,8244371,1,1,96,5,49,2
23,89,26.148488,91.731724,5846055,0,2,94,5,7,2
28,67,26.148499,91.731578,9928205,0,1,96,5,94,2
20,103,26.148423,91.731739,8991871,1,1,11,4,60,2
22,94,26.148426,91.731663,6302263,1,3,27,4,79,2
23,89,26.148491,91.73172,1936977,0,4,94,5,43,2
27,71,26.148914,91.731606,9633163,0,1,1,8,15,2
29,62,26.14831,91.731598,1577818,1,2,1,8,9,2
30,58,26.148266,91.731559,8144309,0,3,96,5,55,2
22,94,26.148426,91.731629,8089035,0,3,27,4,80,2
27,71,26.148907,91.7316,3709519,0,2,1,8,21,2
29,62,26.148289,91.731623,8779469,0,2,1,8,49,2
28,67,26.148468,91.731552,4482575,0,4,96,5,45,2
20,103,26.148447,91.73174,4305640,1,2,11,4,60,2
28,67,26.148538,91.731598,3929536,1,2,96,5,28,2
35,36,26.148206,91.732131,6385787,0,2,14,2,19,2
28,67,26.148481,91.731541,1276909,0,2,96,5,92,2
23,89,26.148478,91.731748,8175013,0,4,94,5,61,2
28,67,26.148489,91.731594,7638974,0,2,96,5,69,2
25,80,26.148737,91.732106,1808381,1,4,99,7,59,2
26,76,26.148819,91.732002,8662253,1,1,17,6,67,2
35,36,26.148228,91.732089,9025239,1,4,14,2,65,2
27,71,26.148943,91.731636,3913798,0,1,1,8,29,2
27,71,26.148899,91.731615,8909355,0,4,1,8,44,2
22,94,26.148404,91.731681,9668335,1,4,27,4,3,2
30,58,26.14825,91.731563,6381203,0,4,96,5,94,2
21,98,26.148995,91.731936,8205699,1,3,95,2,95,2
22,94,26.14841,91.73168,5405698,0,3,27,4,43,2
21,98,26.148984,91.731924,5729514,0,4,95,2,88,2
33,45,26.148843,91.731824,9304760,0,4,10,7,46,2
30,58,26.148268,91.73156,3872362,0,4,96,5,0,2
34,40,26.148738,91.731908,9370351,0,3,94,5,25,2
21,98,26.149,91.731985,4048441,0,1,95,2,42,2
39,18,26.148597,91.731528,1661541,1,4,91,8,50,2
27,71,26.148938,91.7316,5493700,0,3,1,8,11,2
24,85,26.148709,91.732306,1411028,1,4,98,3,7,2
37,27,26.148303,91.73221,6161149,0,3,10,7,37,2
28,67,26.148496,91.73156,8500925,0,1,96,5,54,2
20,103,26.148464,91.731759,4227891,0,3,11,4,52,2
21,98,26.148954,91.731973,7880142,0,1,95,2,5,2
29,62,26.148292,91.731625,3196664,0,4,1,8,40,2
20,103,26.148396,91.7317,9206611,1,4,11,4,54,2
24,85,26.14867,91.732321,1074604,0,3,98,3,39,2
22,94,26.148436,91.731634,1444448,1,1,27,4,77,2
22,94,26.148469,91.731627,6126804,1,3,27,4,61,2
27,71,26.148938,91.731651,4730456,0,3,1,8,15,2
32,49,26.148652,91.732112,7814891,0,1,96,5,42,2
20,103,26.148391,91.731732,4790693,0,1,11,4,14,2
28,67,26.1485,91.731564,7391590,1,4,96,5,80,2
39,18,26.148591,91.73158,6249451,0,3,91,8,77,2
38,22,26.148328,91.732107,3163099,0,1,95,2,21,2
24,85,26.148671,91.732338,4228411,0,2,98,3,56,2
25,80,26.148736,91.732137,3467606,0,2,99,7,55,2
25,80,26.148775,91.732145,7012980,0,1,99,7,2,2
26,76,26.148807,91.732023,1959268,0,2,17,6,47,2
33,45,26.148809,91.731832,4224431,0,1,10,7,93,2
32,49,26.14868,91.732074,1074492,0,3,96,5,94,2
27,71,26.14895,91.73159,7747714,0,3,1,8,56,2
26,76,26.14884,91.731996,1315861,0,4,17,6,31,2
22,94,26.148475,91.731683,9574022,0,3,27,4,94,2
25,80,26.148769,91.73208,8652952,0,4,99,7,60,2
20,103,26.148421,91.731767,3411179,0,2,11,4,46,2
21,98,26.149017,91.731957,8715419,0,3,95,2,16,2
20,103,26.148405,91.731727,5790953,0,2,11,4,21,2
33,45,26.148835,91.73186,5987479,1,4,10,7,41,2
28,67,26.148542,91.731562,6807569,1,3,96,5,27,2
36,31,26.148232,91.73214,7846147,1,4,92,4,32,2
24,85,26.14869,91.732308,1353555,1,2,98,3,66,2
39,18,26.148624,91.731582,7778561,0,4,91,8,71,2
22,94,26.148401,91.73165,6645915,0,3,27,4,25,2
20,103,26.148415,91.731756,4883032,0,4,11,4,95,2
34,40,26.148698,91.731911,1456633,1,4,94,5,82,2
22,94,26.148408,91.731641,9956415,1,1,27,4,71,2
37,27,26.148301,91.73223,4559860,0,2,10,7,98,2
39,18,26.148562,91.731541,6985589,1,4,91,8,24,2
20,103,26.148415,91.731748,5147191,0,2,11,4,81,2
23,89,26.148416,91.731761,5941001,1,2,94,5,68,2
24,85,26.148679,91.732314,3419598,0,4,98,3,91,2
32,49,26.148677,91.73211,7507519,0,3,96,5,75,2
21,98,26.148967,91.731924,6690060,0,1,95,2,62,2
20,103,26.148429,91.731751,6537240,0,4,11,4,78,2
24,85,26.148706,91.73234,8674040,0,4,98,3,39,2
36,31,26.148293,91.732127,8705523,0,3,92,4,85,2
35,36,26.148194,91.732102,3765108,0,4,14,2,6,2
27,71,26.148924,91.731644,6533534,0,2,1,8,52,2
20,103,26.148413,91.731714,2339809,1,1,11,4,43,2
22,94,26.148451,91.73165,8044191,1,2,27,4,4,2
23,89,26.148449,91.731711,5010874,1,3,94,5,21,2
21,98,26.149009,91.731976,4482705,0,3,95,2,31,2
33,45,26.148811,91.731852,5070440,1,3,10,7,91,2
36,31,26.148237,91.732169,7835765,0,4,92,4,35,2
25,80,26.148746,91.732084,2447691,1,2,99,7,99,2
20,103,26.148438,91.731737,6920946,1,1,11,4,4,2
22,94,26.148416,91.731636,6299049,0,3,27,4,100,2
20,103,26.148468,91.731702,8265763,1,2,11,4,9,2
35,36,26.148241,91.732134,2109554,0,4,14,2,31,2
27,71,26.148901,91.731629,2371769,0,4,1,8,4,2
22,94,26.148404,91.731684,7231028,0,4,27,4,0,2
39,18,26.148583,91.731539,1060655,1,2,91,8,8,2
21,98,26.148955,91.731917,2072350,0,2,95,2,73,2
31,53,26.148342,91.731726,4935464,0,3,10,7,4,2
29,62,26.148287,91.731631,6525536,1,2,1,8,82,2
27,71,26.148929,91.731621,7098220,1,3,1,8,8,2
22,94,26.148411,91.731628,5025791,0,4,27,4,90,2
20,103,26.148402,91.731704,7147352,0,3,11,4,75,2
27,71,26.148916,91.731629,7758435,0,3,1,8,44,2
31,53,26.14832,91.731762,4322825,1,3,10,7,72,2
25,80,26.148718,91.732131,6021809,0,1,99,7,68,2
30,58,26.148307,91.731548,7151425,1,3,96,5,4,2
32,49,26.148687,91.732067,7602049,1,2,96,5,99,2
21,98,26.148977,91.731965,3624406,0,1,95,2,17,2
27,71,26.14891,91.731606,8393662,0,3,1,8,73,2
25,80,26.148769,91.73212,6451591,0,4,99,7,8,2
21,98,26.148992,91.731941,7461021,0,2,95,2,36,2
22,94,26.148419,91.731638,8146687,1,1,27,4,15,2
34,40,26.148748,91.731972,5996880,0,3,94,5,63,2
34,40,26.148701,91.731969,2075829,0,3,94,5,6,2
30,58,26.148305,91.731549,2896558,0,3,96,5,31,2
20,103,26.148444,91.731691,7080489,1,3,11,4,6,2
25,80,26.148736,91.732151,1535491,1,3,99,7,76,2
21,98,26.148956,91.731977,9726589,1,4,95,2,100,2
34,40,26.148684,91.731961,3597446,0,3,94,5,75,2
35,36,26.148214,91.732138,1215006,0,1,14,2,89,2
31,53,26.148303,91.731753,3582384,1,3,10,7,15,2
35,36,26.148198,91.732101,7682671,0,1,14,2,96,2
29,62,26.148314,91.731617,6951766,0,2,1,8,44,2
24,85,26.148663,91.732338,7643931,0,4,98,3,72,2
21,98,26.149016,91.731914,8132149,0,4,95,2,2,2
35,36,26.148209,91.732134,3677231,1,2,14,2,92,2
23,89,26.148484,91.731716,2614709,0,3,94,5,12,2
24,85,26.148706,91.73226,3499476,0,4,98,3,57,2
23,89,26.148419,91.73179,9103179,0,1,94,5,29,2
22,94,26.148467,91.731685,1019460,1,2,27,4,15,2
26,76,26.148839,91.731968,9365705,1,2,17,6,1,2
36,31,26.148254,91.732153,1219515,0,1,92,4,61,2
30,58,26.148284,91.731576,4936197,0,1,96,5,2,2
32,49,26.148663,91.732077,5914554,1,3,96,5,50,2
32,49,26.148619,91.732068,6195858,1,2,96,5,67,2
21,98,26.148983,91.731966,6326305,1,2,95,2,73,2
24,85,26.148641,91.732272,4989532,0,4,98,3,20,2
25,80,26.148735,91.732132,8925814,0,4,99,7,6,2
33,45,26.148805,91.731872,4869219,0,1,10,7,48,2
20,103,26.148419,91.731729,3850085,0,2,11,4,19,2
24,85,26.148641,91.732279,3713744,0,3,98,3,83,2
34,40,26.148744,91.731913,5106251,0,4,94,5,37,2
21,98,26.148984,91.731954,7794982,0,4,95,2,59,2
27,71,26.148892,91.731647,3792872,0,3,1,8,70,2
21,98,26.14899,91.731937,3764117,0,4,95,2,94,2
21,98,26.148992,91.731921,9423785,1,4,95,2,66,2
